id,time,body,translation,external_url,profile_type,description,name,attachment_urls
006a23ff-4c2f-5db6-9864-c5f89f4c8f18,2024-03-31 11:31:03,"Твари бьют по остановкам общественного транспорта
Прилет ракеты украинского РСЗО прямо возле защитного бетонного укрытия на остановке в Белгороде, спасшего находившихся внутри людей.РАМЗАЙ","Creatures strike public transport stops
The arrival of a Ukrainian MLRS rocket right next to a protective concrete shelter at a bus stop in Belgorod, saving the people inside.RAMZAY",https://t.me/ramzayiegokomanda,telegram,Telegram account of Russian milblogger Vladislav Shurygin.,ramzayiegokomanda,"media/telegram-web/9e6a3712-6e96-41a8-84d4-87800634685e.mp4,kirby/telegram-web/da50523b-0458-4769-88fb-1806a349bf55.jpeg"
00736814-fbbf-57e7-b649-0040fd1306d0,2024-03-31 10:18:43,"Квантум справедливостиИтальянские пайки точно помню были у хохла!

https://t.me/warmempolit/6471А ещё, дорогой брат Квантум, у нас на фронте самые лучшие повара.Окопный ризотто- это наше всё! 

Есть ещё один ""кулинарный техникум"", но там прожарки совсем другие)TelegramРатник 2-го раZряда""Как-то повезло. Бутылку вина сухого привезли. Так мы ризотто сделали.""

Как питаются наши бойцы на фронте? Отлично питаются. Мужики себе всегда приго...1:39VIEW MESSAGE","Quantum of Justice I definitely remember the Ukrainian had Italian rations!

https://t.me/warmempolit/6471And also, dear brother Quantum, we have the best cooks at the front. Trench risotto is our everything!

There is another “culinary technical school”, but the roasting there is completely different) Telegram Warrior 2nd tier “Somehow we were lucky. They brought a bottle of dry wine. So we made risotto.”

How do our soldiers at the front eat? They eat great. Guys always suit themselves...1:39VIEW MESSAGE",https://t.me/astramilitarum,telegram,"An ironically (but accurately) self-proclaimed ""mouthpiece of imperial propaganda,"" this Telegram account serves no purpose other than writing posts exalting the Russian military and calling Ukraine a hive of Nazis. Provides many photos and videos useful for OSINT purposes.",astramilitarum,media/telegram-web/61a8c069-1ed5-4c84-aa19-e9b8a00661d9.jpeg
007be3f4-810f-5659-a4e7-e2d0b2499b44,2024-03-31 10:01:45,"🗣Самые ценные активы Черноморского флота РФ выведены из Крыма — из ракетоносцев остался «один неудачник»,— спикер ВМС Украины Плетенчук","🗣The most valuable assets of the Russian Black Sea Fleet have been withdrawn from Crimea - “one loser” remains among the missile carriers,” Ukrainian Navy Speaker Pletenchuk",https://t.me/ukrainetopnews,telegram,A Ukrainian Telegram channel that posts about the latest headlines from the country and the Russian-Ukrainian war.,ukrainetopnews,media/telegram-web/d2300fee-a136-4b85-a69e-f7ca5a9ef385.jpeg
007d1399-cb6c-50a5-8c39-28c773a73c49,2024-03-31 14:34:02,"🚀💥Россия впервые применила в зоне СВО тяжёлую авиабомбу ОДАБ-1500 — BILD▪️Такой боеголовкой ВКС РФ накрыли украинских нацистов в районе посёлка Великая Писаревка в Сумской области.▪️Как отмечает эксперт BILD по анализу открытых данных Юлиан Рёпке, после удара ОДАБ-1500 в небе поднялось облако дыма высотой в 1 км.▪️Объёмно-детонирующая авиационная бомба (ОДАБ) — это термобарический снаряд времён СССР, который примерно за 10 метров до попадания в цель выпускает горючую жидкость в виде аэрозоля и воспламеняет его. Это называют объёмным взрывом. Такой боеприпас имеет бóльшую силу поражения, чем классический.▪️Ранее ВС РФ применяли ОДАБ, но меньшей массы: от 170 до 500 кг.▪️Накануне сообщалось, что ""российские военные авиационным боеприпасом ОДАБ-1500 нанесли удар по позициям украинского батальона ""Кракен""* и уничтожили до 300 нацистов"".","🚀💥Russia for the first time used a heavy air bomb ODAB-1500 in the North Military District zone - BILD▪️This warhead of the Russian Aerospace Forces covered the Ukrainian Nazis in the area of the village of Velyka Pisarevka in the Sumy region.▪️As BILD expert on open data analysis Julian Röpke notes, after the ODAB-1500 strike in a cloud of smoke 1 km high rose in the sky. ▪️A volumetric detonating aircraft bomb (ODAB) is a thermobaric projectile from the times of the USSR, which approximately 10 meters before hitting the target releases a flammable liquid in the form of an aerosol and ignites it. This is called a volumetric explosion. Such ammunition has a greater destructive force than the classic one.▪️Previously, the Russian Armed Forces used ODAB, but with a smaller mass: from 170 to 500 kg.▪️The day before it was reported that “the Russian military used ODAB-1500 aviation ammunition to strike the positions of the Ukrainian battalion “Kraken”* and killed up to 300 Nazis.""",https://t.me/opoveshenie,telegram,"A Telegram channel parroting Kremlin talking points, particularly focusing on Donetsk and Luhansk oblast's.",opoveshenie,"media/telegram-web/b504f3f8-0f6e-47a5-982e-906922a3e502.jpeg,kirby/telegram-web/265ccc29-5b12-4092-8cc3-2d1b2001c6d2.jpeg"
00821cf6-5cf7-57f5-834a-a1975e05eb79,2024-03-31 07:38:02,В горах начал таять снег и водопад Учан-Су разбушевался.@crimea24new,The snow began to melt in the mountains and the Wuchang-Su waterfall raged.@crimea24new,https://t.me/crimea24new,telegram,"Russian Telegram channel reporting on Crimean, Russian, Ukrainian, and world news.",crimea24new,media/telegram-web/8b51d9b2-c814-4124-b18c-82a25f6ea212.jpeg
0088df5e-7c0c-56cd-9af6-3f5fca61bb71,2024-03-31 15:24:38,"— 31 марта 1814 года русские войска во главе с императором Александром I триумфально вступили в Париж.
Взятие Франции стало завершающим сражением зарубежного похода русской армии. После падения Парижа Наполеон отрекся от трона.","— On March 31, 1814, Russian troops led by Emperor Alexander I triumphantly entered Paris.
The capture of France was the final battle of the foreign campaign of the Russian army. After the fall of Paris, Napoleon abdicated the throne.",https://t.me/dontstopwar,telegram,Pro-Kremlin Telegram channel.,dontstopwar,media/telegram-web/60d77042-e0e4-4352-9aa7-c41a127a79c5.jpeg
008a2687-44cb-55dc-bc18-8dd5a7c03eba,2024-03-31 06:23:32,"Умный телевизор SBER 32, 43, 50, 55, 65. дюймов. НОВЫЕ, запечатанные!💪По очень доступной цене!❤️‍🔥Найдете дешевле, сделаем ещё лучше ценуSmart TV с голосовым помощником Салют🎆(достаточно сказать что вас интересует и телевизор сделает всё за вас)

По настоящему крутой огромным количеством функций💪Позволяет получить четкое и детализированное изображение. Технология дисплея: оборудован ЖК-панелью, что обеспечивает яркие цвета и хороший уровень контрастности. Звук: Этот телевизор оснащен встроенными динамиками, которые обеспечивают стереофоническое звучание. Есть возможность подключения внешних аудиосистем или наушников через различные аудио выходы. Подключение: имеет несколько разъемов для подключения других устройств, включая HDMI, USB, VGA.

Можно: Ютуб, ТВ каналы, онлайн кинотеатры, играть в игры, просматривать интернет через браузер.📺Sber 32 дюймов: HD Ready 
Есть Wi-Fi, Bluetooth
Android 11 с голосовым помощником Салют🎆Год выпуска: 2024 (новый) 
Цена: 10 998руб🔥📺Sber 32 дюймов: Full HD 
Есть Wi-Fi, Bluetooth
Android 11 с голосовым помощником Салют🎆Год выпуска: 2023 (новый) 
Цена: 11 998руб🔥📺Sber 43 дюймов:  Full HD 
Есть Wi-Fi, Bluetooth
Android 11 с голосовым помощником Салют🎆Год выпуска: 2024 (новый) 
Цена: 15 498руб🔥📺Sber 43 дюймов:  4K  
Есть Wi-Fi, Bluetooth
Android 11 с голосовым помощником Салют🎆Год выпуска: 2024 (новый)
Цена: 16 998руб🔥📺Sber 50 дюймов: Ultra HD 4K 
Есть Wi-Fi, Bluetooth
Android 11 с голосовым помощником Салют🎆Год выпуска: 2023  (новый)
Цена: 22 998руб🔥📺Sber 55 дюймов: Ultra HD 4K 
Есть Wi-Fi, Bluetooth
Android 11 с голосовым помощником Салют🎆Год выпуска: 2023 (новый)
Цена: 27 998руб🔥📺Sber 65 дюймов: Ultra HD 4K 
Есть Wi-Fi, Bluetooth
Android 11 с голосовым помощником Салют🎆Год выпуска: 2023 (новый)
Цена: 37 998руб🔥обговорим. 
(Привезём в течении 2х часов после оформления заказа) 

Пишите в ЛС или звоните!
Кирилл📞+7 (949) 340-49-68

С вами всегда Gadget Mafia🥷","Smart TV SBER 32, 43, 50, 55, 65. inches. NEW, sealed!💪At a very affordable price!❤️‍🔥If you find it cheaper, we’ll make an even better priceSmart TV with voice assistant Salute🎆(just say what interests you and the TV will do everything for you)

Really cool with a huge number of functions💪Allows you to get a clear and detailed image. Display Technology: Equipped with an LCD panel that provides vibrant colors and good contrast levels. Sound: This TV has built-in speakers that provide stereo sound. It is possible to connect external audio systems or headphones through various audio outputs. Connection: has several connectors for connecting other devices, including HDMI, USB, VGA.

You can: YouTube, TV channels, online cinemas, play games, browse the Internet through a browser.📺Sber 32 inches: HD Ready
There is Wi-Fi, Bluetooth
Android 11 with voice assistant Salute🎆Year of release: 2024 (new)
Price: 10,998 rubles🔥📺Sber 32 inches: Full HD
There is Wi-Fi, Bluetooth
Android 11 with voice assistant Salute🎆Year of release: 2023 (new)
Price: 11,998 rubles🔥📺Sber 43 inches: Full HD
There is Wi-Fi, Bluetooth
Android 11 with voice assistant Salute🎆Year of release: 2024 (new)
Price: 15,498 rubles🔥📺Sber 43 inches: 4K
There is Wi-Fi, Bluetooth
Android 11 with voice assistant Salute🎆Year of release: 2024 (new)
Price: 16,998 rubles🔥📺Sber 50 inches: Ultra HD 4K
There is Wi-Fi, Bluetooth
Android 11 with voice assistant Salute🎆Year of release: 2023 (new)
Price: 22,998 rubles🔥📺Sber 55 inches: Ultra HD 4K
There is Wi-Fi, Bluetooth
Android 11 with voice assistant Salute🎆Year of release: 2023 (new)
Price: 27,998 rubles🔥📺Sber 65 inches: Ultra HD 4K
There is Wi-Fi, Bluetooth
Android 11 with voice assistant Salute🎆Year of release: 2023 (new)
Price: 37,998 rubles🔥let's discuss.
(We will deliver within 2 hours after placing the order)

Write to PM or call!
Kirill📞+7 (949) 340-49-68

Gadget Mafia is always with you🥷",https://t.me/itsdonetsk,telegram,Ukrainian Telegram account focused on Russia-Ukraine conflict news.,itsdonetsk,"media/telegram-web/efa80275-7e2a-4eea-b1f9-7ad5c921fe9e.jpeg,kirby/telegram-web/e774cae8-5362-4bae-99e8-efdd151c23f5.jpeg,kirby/telegram-web/9f000f30-6d6b-4635-8500-87f8286bf935.jpeg,kirby/telegram-web/383e37c8-855a-49e4-977a-80d291aa8649.jpeg,kirby/telegram-web/c7930955-0948-49ce-ac6a-f8cc51e84eb1.jpeg,kirby/telegram-web/0de7f46a-68a3-4f34-986d-ea0c413bbc5a.jpeg,kirby/telegram-web/baa9bd94-16fb-4270-b365-c42754365093.jpeg"
009d0776-585f-5e72-b53f-80cd845b0d23,2024-03-31 21:15:00,"Уничтожение вражеской РЛС и пусковой С-300 в районе Харькова.
Русская разведка и ракетчики, сработали на отлично. Благодаря их слаженной работе, у украинских нацистов минус очередная С-300 (пусковая и РЛС), а также личный состав.
Show more
Великолепная работа нашего разведывательно-ударного комплекса, беспощадно и безостановочно уничтожающего врага на Белгородском пограничье и в Харьковской области.
На этот раз смерть с небес настигла вышку-радар 40В6М, пусковую установку С-300 и личный состав, который обслуживал данную технику. Такое рано или поздно случится со всеми нашим врагами, третьего не дано.","Destruction of an enemy radar and S-300 launcher in the Kharkov area.
Russian intelligence and missile forces did an excellent job. Thanks to their well-coordinated work, the Ukrainian Nazis are minus another S-300 (launcher and radar), as well as personnel.
Show more
Excellent work of our reconnaissance and strike complex, mercilessly and non-stop destroying the enemy on the Belgorod border and in the Kharkov region.
This time, death from heaven overtook the 40V6M radar tower, the S-300 launcher and the personnel who serviced this equipment. This will happen to all our enemies sooner or later, there is no third option.",https://vk.com/public78967614,vk,A generic VK group featuring Russian nationalist and anti-Western sentiment.,STRONG RUSSIA | SUPERPOWER NEWS,media/vk/9043e959-0c9a-4507-bae3-c02439ceaaca.mp4
00a96334-6c72-560e-9ac8-47da3ec90db9,2024-03-31 15:03:23,"Forwarded from: Діаспора – українці в Європі🇺🇦🇪🇺
​​В Німеччині впевнені, що розміщення військ НАТО в Україні не втягне Альянс у війну з рф.Згідно з висновками вчених Бундестагу, якщо одна країна-член НАТО візьме участь у конфлікті, це не означає автоматичне залучення Альянса у війну. Німці вважають, що держава НАТО, яка відправить війська в Україну, сама стане стороною конфлікту.

«Якщо країна-член НАТО діє самостійно - тобто поза рамками вирішеної операції Альянсу і поза структурами військового командування НАТО, - ні Альянс в цілому, ні інші держави-партнери не стають сторонами конфлікту»,- йдеться в аналізі німецьких вчених.▪️джерело🌐ДІАСПОРА","Forwarded from: Diaspora - Ukrainians in Europe🇺🇦🇪🇺
​​Germany is confident that the deployment of NATO troops in Ukraine will not involve the Alliance in a war with the Russian Federation. According to the conclusions of Bundestag scientists, if one NATO member country takes part in the conflict, this does not mean that the Alliance will be automatically involved in the war. The Germans believe that a NATO state that sends troops to Ukraine will itself become a party to the conflict.

""If a NATO member country acts independently - that is, outside the framework of the decided Alliance operation and outside the NATO military command structures - neither the Alliance as a whole nor other partner states become parties to the conflict,"" says the analysis of German scientists. ▪️source🌐DIASPORA",https://t.me/tokmakpology,telegram,Telegram channel focused on Russia-Ukraine conflict news around Tokmak.,tokmakpology,media/telegram-web/6f615624-2d04-44fa-9368-4b833652fcfb.jpeg
00babf2e-1740-5e89-bbfe-aa0bbbe89a35,2024-03-31 13:52:18,"Женщина погибла при обстреле ВСУ села Дунайка Белгородской области, сообщил губернатор","A woman died during shelling by the Armed Forces of Ukraine in the village of Dunaika, Belgorod region, the governor said",https://t.me/rian_ru,telegram,"The official Telegram page of RIA Novosti, one of Russia's premiere state-owned news agencies.",rian_ru,media/telegram-web/2d4e65d9-02af-4fca-9563-d27ab3543d24.jpeg
00d9a142-d09d-5e8b-9bcd-ffaa6380caa2,2024-03-31 04:58:07,"⚔️За минулу добу російська армія втратила 650 військових, 15 танків, 20 бойових броньованих машин, 44 артилерійські системи, 7 засобів ППО — Генштаб ЗСУ.👉🏻Надіслати новину","⚔️Over the past day, the Russian army lost 650 soldiers, 15 tanks, 20 armored combat vehicles, 44 artillery systems, 7 air defense systems — General Staff of the Armed Forces. 👉🏻Send news",https://t.me/suspilneodesa,telegram,"The official Telegram account of the Odesa branch of Suspilne (literally ""Public""), Ukraine's public broadcasting news service.",suspilneodesa,media/telegram-web/a5ec4b4c-9174-43a2-8431-f7c39396a1a3.jpeg
